Id,cnt
819,150
820,119
821,145
822,206
823,581
824,56
825,187
826,7
827,79
828,215
829,119
830,2
831,161
832,144
833,366
834,200
835,7
836,14
837,13
838,149
839,7
840,218
841,5
842,132
843,149
844,136
845,517
846,408
847,250
848,196
849,525
850,419
851,122
852,371
853,420
854,187
855,62
856,231
857,94
858,3
859,114
860,8
861,175
862,216
863,300
864,24
865,211
866,190
867,61
868,264
869,572
870,181
871,194
872,79
873,488
874,15
875,142
876,154
877,83
878,245
879,5
880,327
881,8
882,30
883,354
884,42
885,563
886,74
887,376
888,192
889,446
890,387
891,126
892,13
893,13
894,131
895,185
896,247
897,8
898,118
899,5
900,10
901,228
902,643
903,191
904,231
905,34
906,122
907,130
908,125
909,204
910,32
911,134
912,297
913,152
914,8
915,215
916,11
917,76
918,10
919,265
920,63
921,225
922,5
923,258
924,229
925,11
926,6
927,607
928,237
929,89
930,189
931,30
932,6
933,130
934,43
935,82
936,644
937,341
938,297
939,6
940,22
941,79
942,8
943,247
944,333
945,260
946,148
947,371
948,9
949,233
950,239
951,169
952,84
953,306
954,68
955,392
956,34
957,259
958,2
959,193
960,185
961,181
962,15
963,73
964,39
965,157
966,263
967,405
968,8
969,12
970,66
971,61
972,301
973,127
974,327
975,460
976,326
977,171
978,4
979,271
980,340
981,5
982,15
983,6
984,538
985,74
986,133
987,9
988,53
989,69
990,194
991,64
992,255
993,7
994,23
995,656
996,283
997,306
998,39
999,618
1000,176
1001,171
1002,27
1003,2
1004,299
1005,151
1006,185
1007,250
1008,37
1009,4
1010,730
1011,14
1012,212
1013,272
1014,131
1015,86
1016,209
1017,56
1018,210
1019,317
1020,100
1021,65
1022,462
1023,439
1024,39
1025,320
1026,8
1027,198
1028,89
1029,62
1030,5
1031,6
1032,6
1033,96
1034,443
1035,364
1036,458
1037,354
1038,209
1039,264
1040,236
1041,267
1042,79
1043,10
1044,6
1045,154
1046,18
1047,70
1048,203
1049,139
1050,401
1051,365
1052,167
1053,177
1054,275
1055,47
1056,55
1057,16
1058,22
1059,382
1060,295
1061,10
1062,294
1063,209
1064,281
1065,17
1066,170
1067,87
1068,93
1069,365
1070,31
1071,386
1072,170
1073,339
1074,169
1075,344
1076,238
1077,305
1078,14
1079,7
1080,164
1081,368
1082,108
1083,99
1084,21
1085,279
1086,238
1087,196
1088,17
1089,733
1090,143
1091,38
1092,69
1093,163
1094,271
1095,136
1096,429
1097,65
1098,325
1099,240
1100,452
1101,18
1102,12
1103,172
1104,326
1105,77
1106,504
1107,212
1108,235
1109,713
1110,139
1111,53
1112,259
1113,9
1114,9
1115,32
1116,116
1117,129
1118,16
1119,193
1120,211
1121,102
1122,179
1123,117
1124,682
1125,96
1126,90
1127,371
1128,29
1129,183
1130,9
1131,621
1132,87
1133,140
1134,342
1135,170
1136,80
1137,47
1138,137
1139,38
1140,236
1141,16
1142,65
1143,506
1144,168
1145,10
1146,6
1147,152
1148,297
1149,365
1150,96
1151,138
1152,335
1153,76
1154,31
1155,229
1156,63
1157,167
1158,163
1159,505
1160,258
1161,200
1162,76
1163,251
1164,333
1165,341
1166,168
1167,76
1168,232
1169,240
1170,89
1171,81
1172,9
1173,164
1174,12
1175,79
1176,539
1177,459
1178,202
1179,32
1180,287
1181,34
1182,32
1183,41
1184,164
1185,84
1186,3
1187,149
1188,555
1189,11
1190,78
1191,44
1192,567
1193,21
1194,385
1195,115
1196,217
1197,227
1198,20
1199,206
1200,316
1201,618
1202,113
1203,9
1204,494
1205,192
1206,275
1207,307
1208,186
1209,322
1210,29
1211,289
1212,534
1213,120
1214,230
1215,114
1216,97
1217,491
1218,212
1219,98
1220,124
1221,15
1222,182
1223,97
1224,218
1225,97
1226,20
1227,25
1228,192
1229,683
1230,267
1231,443
1232,347
1233,257
1234,31
1235,144
1236,249
1237,399
1238,102
1239,6
1240,402
1241,13
1242,206
1243,7
1244,412
1245,564
1246,179
1247,158
1248,65
1249,5
1250,94
1251,363
1252,128
1253,12
1254,359
1255,38
1256,6
1257,251
1258,4
1259,28
1260,241
1261,230
1262,40
1263,361
1264,231
1265,129
1266,3
1267,229
1268,30
1269,30
1270,44
1271,26
1272,275
1273,4
1274,209
1275,87
1276,79
1277,70
1278,9
1279,292
1280,28
1281,16
1282,18
1283,219
1284,79
1285,136
1286,33
1287,196
1288,387
1289,277
1290,63
1291,3
1292,174
1293,193
1294,61
1295,125
1296,14
1297,75
1298,294
1299,4
1300,274
1301,136
1302,196
1303,2
1304,130
1305,65
1306,22
1307,499
1308,353
1309,16
1310,464
1311,147
1312,455
1313,415
1314,3
1315,165
1316,187
1317,682
1318,86
1319,141
1320,203
1321,96
1322,178
1323,688
1324,345
1325,166
1326,138
1327,62
1328,220
1329,97
1330,114
1331,144
1332,260
1333,69
1334,275
1335,90
1336,229
1337,749
1338,8
1339,103
1340,89
1341,8
1342,112
1343,6
1344,326
1345,163
1346,157
1347,356
1348,68
1349,27
1350,275
1351,408
1352,69
1353,16
1354,5
1355,5
1356,240
1357,15
1358,391
1359,241
1360,263
1361,105
1362,137
1363,653
1364,126
1365,235
1366,11
1367,348
1368,297
1369,5
1370,233
1371,180
1372,10
1373,5
1374,81
1375,166
1376,20
1377,198
1378,371
1379,92
1380,172
1381,225
1382,153
1383,193
1384,15
1385,8
1386,228
1387,136
1388,7
1389,415
1390,109
1391,184
1392,224
1393,83
1394,232
1395,114
1396,162
1397,57
1398,268
1399,330
1400,235
1401,23
1402,14
1403,295
1404,205
1405,731
1406,35
1407,15
1408,104
1409,144
1410,17
1411,4
1412,219
1413,78
1414,265
1415,22
1416,28
1417,497
1418,64
1419,35
1420,185
1421,101
1422,3
1423,557
1424,161
1425,543
1426,115
1427,6
1428,35
1429,306
1430,276
1431,263
1432,29
1433,26
1434,99
1435,38
1436,340
1437,174
1438,51
1439,196
1440,203
1441,181
1442,386
1443,176
1444,35
1445,341
1446,306
1447,259
1448,370
1449,93
1450,30
1451,207
1452,6
1453,152
1454,488
1455,248
1456,19
1457,20
1458,227
1459,109
1460,583
1461,441
1462,13
1463,547
1464,677
1465,402
1466,34
1467,167
1468,221
1469,221
1470,5
1471,13
1472,416
1473,16
1474,282
1475,52
1476,30
1477,189
1478,164
1479,12
1480,98
1481,228
1482,199
1483,279
1484,1
1485,47
1486,94
1487,229
1488,110
1489,75
1490,72
1491,18
1492,70
1493,101
1494,185
1495,94
1496,132
1497,110
1498,464
1499,265
1500,151
1501,432
1502,270
1503,644
1504,362
1505,714
1506,5
1507,265
1508,14
1509,141
1510,77
1511,11
1512,111
1513,551
1514,342
1515,341
1516,294
1517,374
1518,82
1519,182
1520,55
1521,206
1522,325
1523,351
1524,42
1525,176
1526,490
1527,264
1528,31
1529,76
1530,209
1531,46
1532,54
1533,24
1534,340
1535,208
1536,52
1537,233
1538,43
1539,65
1540,18
1541,273
1542,280
1543,83
1544,245
1545,133
1546,25
1547,198
1548,203
1549,232
1550,5
1551,201
1552,24
1553,265
1554,207
1555,4
1556,237
1557,73
1558,4
1559,28
1560,136
1561,67
1562,338
1563,81
1564,6
1565,174
1566,216
1567,98
1568,6
1569,724
1570,726
1571,427
1572,5
1573,213
1574,365
1575,35
1576,238
1577,8
1578,63
1579,34
1580,29
1581,400
1582,31
1583,233
1584,289
1585,236
1586,57
1587,117
1588,137
1589,10
1590,200
1591,259
1592,114
1593,66
1594,79
1595,292
1596,383
1597,31
1598,179
1599,23
1600,427
1601,133
1602,453
1603,371
1604,483
1605,20
1606,493
1607,622
1608,274
1609,22
1610,119
1611,201
1612,23
1613,252
1614,63
1615,133
1616,9
1617,3
1618,189
1619,216
1620,245
1621,5
1622,325
1623,353
1624,203
1625,494
1626,16
1627,472
1628,8
1629,68
1630,21
1631,655
1632,202
1633,129
1634,2
1635,59
1636,166
1637,456
1638,2
1639,347
1640,373
1641,552
1642,12
1643,547
1644,107
1645,242
1646,159
1647,327
1648,54
1649,480
1650,36
1651,103
1652,412
1653,110
1654,89
1655,130
1656,332
1657,514
1658,499
1659,188
1660,94
1661,14
1662,230
1663,124
1664,71
1665,116
1666,16
1667,242
1668,106
1669,316
1670,200
1671,66
1672,6
1673,172
1674,54
1675,411
1676,76
1677,377
1678,324
1679,259
1680,85
1681,346
1682,166
1683,361
1684,151
1685,279
1686,534
1687,339
1688,10
1689,66
1690,126
1691,4
1692,14
1693,145
1694,298
1695,537
1696,17
1697,5
1698,382
1699,31
1700,99
1701,150
1702,10
1703,211
1704,236
1705,78
1706,105
1707,107
1708,5
1709,393
1710,191
1711,194
1712,8
1713,84
1714,5
1715,122
1716,152
1717,28
1718,90
1719,4
1720,224
1721,208
1722,265
1723,514
1724,221
1725,12
1726,143
1727,31
1728,220
1729,117
1730,61
1731,68
1732,180
1733,7
1734,389
1735,130
1736,84
1737,65
1738,226
1739,252
1740,234
1741,91
1742,131
1743,148
1744,22
1745,166
1746,264
1747,725
1748,176
1749,471
1750,318
1751,226
1752,11
1753,384
1754,558
1755,362
1756,155
1757,5
1758,103
1759,20
1760,344
1761,28
1762,192
1763,15
1764,64
1765,86
1766,5
1767,136
1768,85
1769,166
1770,90
1771,5
1772,279
1773,8
1774,76
1775,205
1776,417
1777,70
1778,557
1779,90
1780,150
1781,3
1782,118
1783,499
1784,6
1785,10
1786,4
1787,2
1788,30
1789,64
1790,388
1791,127
1792,28
1793,440
1794,75
1795,360
1796,62
1797,16
1798,69
1799,355
1800,209
1801,164
1802,403
1803,6
1804,349
1805,192
1806,107
1807,228
1808,7
1809,117
1810,216
1811,251
1812,240
1813,142
1814,309
1815,198
1816,128
1817,162
1818,239
1819,208
1820,21
1821,79
1822,201
1823,192
1824,558
1825,3
1826,128
1827,250
1828,707
1829,602
1830,4
1831,263
1832,394
1833,422
1834,223
1835,297
1836,354
1837,283
1838,10
1839,4
1840,182
1841,449
1842,694
1843,21
1844,222
1845,107
1846,169
1847,33
1848,581
1849,163
1850,91
1851,131
1852,708
1853,44
1854,64
1855,474
1856,176
1857,645
1858,277
1859,276
1860,602
1861,22
1862,336
1863,90
1864,435
1865,207
1866,7
1867,454
1868,179
1869,206
1870,222
1871,251
1872,163
1873,28
1874,362
1875,81
1876,488
1877,305
1878,221
1879,211
1880,161
1881,463
1882,145
1883,52
1884,267
1885,699
1886,2
1887,74
1888,90
1889,436
1890,99
1891,5
1892,9
1893,262
1894,41
1895,319
1896,600
1897,138
1898,196
1899,206
1900,420
1901,318
1902,59
1903,111
1904,6
1905,109
1906,58
1907,133
1908,271
1909,411
1910,180
1911,466
1912,591
1913,252
1914,271
1915,4
1916,13
1917,60
1918,226
1919,283
1920,759
1921,82
1922,451
1923,473
1924,32
1925,158
1926,218
1927,354
1928,132
1929,261
1930,52
1931,212
1932,266
1933,23
1934,70
1935,3
1936,362
1937,66
1938,71
1939,57
1940,188
1941,21
1942,70
1943,34
1944,304
1945,136
1946,49
1947,583
1948,635
1949,4
1950,10
1951,131
1952,109
1953,119
1954,3
1955,8
1956,161
1957,212
1958,613
1959,7
1960,216
1961,310
1962,58
1963,225
1964,150
1965,60
1966,133
1967,26
1968,125
1969,6
1970,31
1971,150
1972,69
1973,276
1974,101
1975,4
1976,274
1977,37
1978,192
1979,170
1980,161
1981,532
1982,58
1983,324
1984,97
1985,93
1986,428
1987,272
1988,151
1989,171
1990,139
1991,582
1992,495
1993,294
1994,51
1995,566
1996,144
1997,231
1998,6
1999,146
2000,2
2001,154
2002,97
2003,10
2004,6
2005,300
2006,42
2007,6
2008,219
2009,60
2010,182
2011,33
2012,135
2013,41
2014,176
2015,70
2016,151
2017,93
2018,295
2019,161
2020,108
2021,50
2022,25
2023,325
2024,16
2025,149
2026,213
2027,144
2028,131
2029,602
2030,25
2031,185
2032,260
2033,72
2034,15
2035,10
2036,389
2037,48
2038,149
2039,364
2040,149
2041,89
2042,143
2043,51
2044,251
2045,4
2046,245
2047,29
2048,517
2049,332
2050,19
2051,299
2052,180
2053,531
2054,14
2055,442
2056,393
2057,16
2058,173
2059,33
2060,416
2061,77
2062,528
2063,712
2064,64
2065,59
2066,118
2067,41
2068,229
2069,386
2070,6
2071,38
2072,394
2073,72
2074,416
2075,56
2076,173
2077,174
2078,96
2079,95
2080,395
2081,67
2082,36
2083,88
2084,313
2085,42
2086,5
2087,225
2088,23
2089,445
2090,8
2091,363
2092,349
2093,166
2094,170
2095,137
2096,331
2097,5
2098,739
2099,98
2100,8
2101,1
2102,183
2103,281
2104,11
2105,344
2106,101
2107,460
2108,196
2109,167
2110,275
2111,624
2112,2
2113,124
2114,141
2115,251
2116,115
2117,204
2118,13
2119,6
2120,22
2121,453
2122,10
2123,341
2124,66
2125,150
2126,329
2127,55
2128,424
2129,40
2130,11
2131,404
2132,27
2133,6
2134,158
2135,237
2136,137
2137,178
2138,194
2139,217
2140,90
2141,20
2142,151
2143,6
2144,195
2145,224
2146,108
2147,15
2148,201
2149,54
2150,479
2151,84
2152,99
2153,108
2154,151
2155,156
2156,16
2157,154
2158,308
2159,37
2160,159
2161,295
2162,222
2163,376
2164,91
2165,19
2166,277
2167,4
2168,337
2169,167
2170,424
2171,408
2172,491
2173,209
2174,13
2175,23
2176,204
2177,409
2178,23
2179,288
2180,266
2181,259
2182,281
2183,249
2184,72
2185,244
2186,295
2187,23
2188,652
2189,195
2190,33
2191,11
2192,168
2193,316
2194,323
2195,12
2196,7
2197,307
2198,175
2199,8
2200,371
2201,14
2202,120
2203,12
2204,249
2205,2
2206,263
2207,190
2208,40
2209,231
2210,81
2211,379
2212,7
2213,97
2214,25
2215,234
2216,6
2217,36
2218,537
2219,70
2220,6
2221,9
2222,155
2223,112
2224,132
2225,31
2226,2
2227,16
2228,263
2229,35
2230,195
2231,32
2232,44
2233,36
2234,53
2235,282
2236,564
2237,245
2238,325
2239,284
2240,147
2241,72
2242,72
2243,606
2244,14
2245,369
2246,67
2247,300
2248,213
2249,222
2250,192
2251,178
2252,141
2253,227
2254,104
2255,83
2256,245
2257,396
2258,130
2259,252
2260,43
2261,104
2262,111
2263,5
2264,12
2265,35
2266,26
2267,133
2268,210
2269,256
2270,108
2271,457
2272,264
2273,255
2274,163
2275,230
2276,161
2277,322
2278,184
2279,8
2280,111
2281,176
2282,132
2283,52
2284,656
2285,189
2286,260
2287,213
2288,57
2289,376
2290,80
2291,3
2292,549
2293,247
2294,7
2295,16
2296,62
2297,41
2298,4
2299,107
2300,199
2301,529
2302,294
2303,52
2304,117
2305,4
2306,157
2307,5
2308,279
2309,3
2310,38
2311,17
2312,462
2313,481
2314,534
2315,14
2316,472
2317,11
2318,205
2319,25
2320,260
2321,300
2322,119
2323,34
2324,319
2325,324
2326,28
2327,7
2328,20
2329,31
2330,131
2331,6
2332,168
2333,56
2334,15
2335,72
2336,88
2337,161
2338,357
2339,92
2340,11
2341,169
2342,12
2343,109
2344,106
2345,21
2346,303
2347,466
2348,47
2349,2
2350,141
2351,9
2352,22
2353,536
2354,37
2355,119
2356,359
2357,211
2358,112
2359,6
2360,459
2361,116
2362,420
2363,49
2364,116
2365,244
2366,61
2367,272
2368,8
2369,464
2370,142
2371,384
2372,500
2373,184
2374,161
2375,567
2376,57
2377,695
2378,56
2379,488
2380,231
2381,9
2382,48
2383,173
2384,12
2385,33
2386,249
2387,497
2388,118
2389,11
2390,19
2391,25
2392,123
2393,4
2394,281
2395,178
2396,286
2397,168
2398,511
2399,245
2400,146
2401,241
2402,290
2403,669
2404,176
2405,225
2406,560
2407,341
2408,169
2409,89
2410,130
2411,412
2412,199
2413,197
2414,571
2415,78
2416,8
2417,1
2418,286
2419,419
2420,105
2421,1
2422,623
2423,213
2424,7
2425,80
2426,57
2427,11
2428,145
2429,50
2430,194
2431,234
2432,119
2433,4
2434,526
2435,175
2436,83
2437,326
2438,237
2439,180
2440,18
2441,49
2442,311
2443,253
2444,16
2445,2
2446,247
2447,77
2448,43
2449,237
2450,57
2451,78
2452,225
2453,403
2454,265
2455,136
2456,10
2457,146
2458,169
2459,196
2460,3
2461,176
2462,219
2463,563
2464,582
2465,5
2466,171
2467,67
2468,396
2469,22
2470,290
2471,735
2472,79
2473,519
2474,169
2475,399
2476,351
2477,19
2478,443
2479,2
2480,284
2481,5
2482,4
2483,36
2484,227
2485,414
2486,175
2487,247
2488,97
2489,141
2490,4
2491,148
2492,18
2493,67
2494,224
2495,39
2496,56
2497,45
2498,24
2499,113
2500,600
2501,227
2502,243
2503,73
2504,313
2505,64
2506,122
2507,353
2508,7
2509,199
2510,222
2511,167
2512,70
2513,12
2514,20
2515,17
2516,346
2517,220
2518,1
2519,3
2520,8
2521,79
2522,19
2523,137
2524,7
2525,338
2526,446
2527,111
2528,168
2529,69
2530,166
2531,429
2532,381
2533,126
2534,198
2535,240
2536,91
2537,517
2538,2
2539,437
2540,659
2541,109
2542,394
2543,135
2544,247
2545,83
2546,132
2547,17
2548,310
2549,65
2550,207
2551,118
2552,89
2553,157
2554,428
2555,313
2556,497
2557,211
2558,297
2559,4
2560,74
2561,163
2562,7
2563,298
2564,14
2565,144
2566,486
2567,195
2568,217
2569,206
2570,444
2571,293
2572,111
2573,140
2574,122
2575,206
2576,324
2577,229
2578,680
2579,225
2580,137
2581,15
2582,2
2583,54
2584,272
2585,34
2586,231
2587,65
2588,17
2589,8
2590,222
2591,16
2592,432
2593,580
2594,229
2595,92
2596,347
2597,142
2598,265
2599,334
2600,269
2601,634
2602,387
2603,298
2604,525
2605,95
2606,178
2607,264
2608,11
2609,103
2610,5
2611,735
2612,273
2613,416
2614,451
2615,50
2616,179
2617,342
2618,63
2619,344
2620,240
2621,12
2622,390
2623,452
2624,94
2625,44
2626,133
2627,31
2628,256
2629,151
2630,655
2631,503
2632,79
2633,117
2634,547
2635,105
2636,107
2637,56
2638,328
2639,183
2640,104
2641,354
2642,225
2643,6
2644,126
2645,22
2646,117
2647,141
2648,190
2649,811
2650,30
2651,282
2652,250
2653,26
2654,241
2655,5
2656,172
2657,89
2658,8
2659,17
2660,178
2661,416
2662,417
2663,189
2664,4
2665,291
2666,112
2667,133
2668,4
2669,83
2670,264
2671,202
2672,131
2673,274
2674,14
2675,623
2676,35
2677,191
2678,232
2679,319
2680,569
2681,39
2682,61
2683,156
2684,536
2685,402
2686,483
2687,17
2688,183
2689,218
2690,30
2691,181
2692,18
2693,760
2694,180
2695,54
2696,114
2697,149
2698,208
2699,16
2700,248
2701,221
2702,327
2703,165
2704,15
2705,8
2706,186
2707,238
2708,302
2709,243
2710,9
2711,158
2712,222
2713,190
2714,163
2715,424
2716,3
2717,8
2718,273
2719,222
2720,95
2721,23
2722,137
2723,14
2724,260
2725,369
2726,31
2727,20
2728,52
2729,187
2730,295
2731,190
2732,122
2733,18
2734,70
2735,133
2736,146
2737,100
2738,127
2739,6
2740,12
2741,2
2742,416
2743,133
2744,12
2745,585
2746,75
2747,60
2748,73
2749,58
2750,84
2751,425
2752,187
2753,71
2754,218
2755,23
2756,37
2757,367
2758,72
2759,71
2760,254
2761,5
2762,1
2763,169
2764,75
2765,58
2766,151
2767,366
2768,9
2769,16
2770,12
2771,14
2772,278
2773,97
2774,173
2775,143
2776,350
2777,270
2778,296
2779,226
2780,218
2781,534
2782,324
2783,367
2784,292
2785,133
2786,24
2787,158
2788,14
2789,189
2790,9
2791,447
2792,102
2793,414
2794,189
2795,8
2796,212
2797,3
2798,140
2799,108
2800,423
2801,53
2802,112
2803,297
2804,79
2805,116
2806,279
2807,89
2808,502
2809,6
2810,262
2811,759
2812,125
2813,345
2814,250
2815,148
2816,275
2817,497
2818,193
2819,426
2820,188
2821,386
2822,527
2823,34
2824,178
2825,126
2826,634
2827,368
2828,14
2829,98
2830,110
2831,205
2832,26
2833,87
2834,3
2835,572
2836,715
2837,152
2838,112
2839,212
2840,43
2841,35
2842,132
2843,77
2844,402
2845,329
2846,196
2847,483
2848,123
2849,122
2850,176
2851,14
2852,292
2853,5
2854,131
2855,214
2856,30
2857,291
2858,26
2859,6
2860,73
2861,4
2862,250
2863,326
2864,102
2865,8
2866,71
2867,100
2868,80
2869,369
2870,53
2871,108
2872,114
2873,263
2874,265
2875,142
2876,7
2877,182
2878,27
2879,525
2880,23
2881,321
2882,72
2883,117
2884,21
2885,96
2886,4
2887,111
2888,153
2889,436
2890,26
2891,369
2892,136
2893,10
2894,70
2895,267
2896,182
2897,309
2898,161
2899,521
2900,196
2901,66
2902,193
2903,99
2904,22
2905,197
2906,36
2907,264
2908,136
2909,475
2910,90
2911,394
2912,343
2913,30
2914,8
2915,71
2916,198
2917,123
2918,5
2919,146
2920,183
2921,107
2922,340
2923,206
2924,205
2925,179
2926,271
2927,175
2928,266
2929,14
2930,28
2931,91
2932,159
2933,389
2934,75
2935,293
2936,40
2937,356
2938,215
2939,214
2940,387
2941,172
2942,238
2943,166
2944,425
2945,199
2946,358
2947,217
2948,299
2949,78
2950,391
2951,225
2952,150
2953,34
2954,275
2955,392
2956,98
2957,590
2958,420
2959,490
2960,151
2961,16
2962,322
2963,455
2964,246
2965,113
2966,262
2967,115
2968,208
2969,238
2970,164
2971,6
2972,149
2973,219
2974,426
2975,122
2976,18
2977,29
2978,333
2979,111
2980,18
2981,15
2982,163
2983,118
2984,204
2985,121
2986,44
2987,397
2988,716
2989,413
2990,199
2991,34
2992,234
2993,67
2994,188
2995,425
2996,35
2997,15
