Id,cnt
822,237
823,614
824,55
825,177
826,17
827,59
828,212
829,106
830,2
831,137
832,158
833,350
834,206
835,6
836,15
837,16
838,140
839,8
840,226
841,14
842,148
843,153
844,134
845,539
846,374
847,263
848,194
849,486
850,396
851,135
852,353
853,426
854,205
855,67
856,223
857,115
858,3
859,159
860,6
861,177
862,223
863,271
864,21
865,214
866,195
867,82
868,276
869,573
870,208
871,197
872,77
873,513
874,13
875,133
876,112
877,106
878,245
879,12
880,318
881,7
882,21
883,349
884,47
885,549
886,82
887,389
888,209
889,440
890,366
891,173
892,15
893,0
894,120
895,172
896,227
897,6
898,128
899,3
900,11
901,211
902,665
903,111
904,240
905,44
906,105
907,149
908,120
909,230
910,32
911,153
912,307
913,185
914,7
915,207
916,10
917,43
918,19
919,256
920,83
921,210
922,6
923,264
924,257
925,2
926,16
927,598
928,254
929,82
930,197
931,31
932,18
933,134
934,32
935,64
936,630
937,325
938,334
939,5
940,26
941,98
942,15
943,256
944,377
945,243
946,112
947,343
948,10
949,231
950,181
951,144
952,58
953,278
954,63
955,380
956,36
957,252
958,0
959,192
960,190
961,186
962,21
963,47
964,58
965,129
966,267
967,373
968,0
969,6
970,57
971,52
972,336
973,124
974,332
975,446
976,379
977,167
978,0
979,281
980,368
981,13
982,2
983,11
984,522
985,85
986,31
987,18
988,32
989,75
990,196
991,49
992,248
993,15
994,15
995,648
996,283
997,383
998,37
999,611
1000,171
1001,197
1002,30
1003,0
1004,286
1005,158
1006,214
1007,245
1008,28
1009,0
1010,728
1011,10
1012,186
1013,218
1014,194
1015,62
1016,222
1017,38
1018,201
1019,288
1020,99
1021,55
1022,462
1023,454
1024,36
1025,334
1026,0
1027,194
1028,84
1029,58
1030,16
1031,9
1032,5
1033,78
1034,483
1035,351
1036,461
1037,366
1038,209
1039,291
1040,246
1041,269
1042,80
1043,12
1044,10
1045,164
1046,13
1047,67
1048,208
1049,132
1050,450
1051,374
1052,152
1053,177
1054,290
1055,51
1056,64
1057,16
1058,27
1059,376
1060,303
1061,13
1062,285
1063,209
1064,305
1065,0
1066,156
1067,112
1068,78
1069,373
1070,37
1071,398
1072,179
1073,342
1074,192
1075,362
1076,224
1077,312
1078,20
1079,4
1080,128
1081,386
1082,88
1083,93
1084,15
1085,273
1086,237
1087,208
1088,6
1089,719
1090,115
1091,51
1092,29
1093,175
1094,264
1095,136
1096,396
1097,69
1098,321
1099,293
1100,462
1101,20
1102,15
1103,206
1104,337
1105,66
1106,491
1107,197
1108,222
1109,679
1110,161
1111,41
1112,262
1113,6
1114,15
1115,26
1116,146
1117,119
1118,10
1119,203
1120,211
1121,92
1122,198
1123,100
1124,652
1125,103
1126,81
1127,470
1128,35
1129,174
1130,3
1131,607
1132,58
1133,94
1134,309
1135,212
1136,83
1137,49
1138,130
1139,12
1140,222
1141,31
1142,56
1143,456
1144,144
1145,10
1146,6
1147,144
1148,331
1149,390
1150,100
1151,152
1152,321
1153,78
1154,24
1155,245
1156,59
1157,189
1158,178
1159,463
1160,327
1161,199
1162,63
1163,261
1164,339
1165,348
1166,164
1167,79
1168,236
1169,183
1170,102
1171,80
1172,11
1173,161
1174,0
1175,60
1176,533
1177,483
1178,220
1179,22
1180,302
1181,23
1182,36
1183,44
1184,118
1185,85
1186,0
1187,145
1188,539
1189,0
1190,82
1191,32
1192,559
1193,17
1194,380
1195,125
1196,217
1197,238
1198,21
1199,229
1200,290
1201,672
1202,129
1203,15
1204,503
1205,145
1206,258
1207,320
1208,177
1209,322
1210,29
1211,232
1212,544
1213,108
1214,228
1215,98
1216,111
1217,519
1218,222
1219,96
1220,131
1221,26
1222,230
1223,105
1224,213
1225,83
1226,13
1227,0
1228,220
1229,618
1230,270
1231,436
1232,338
1233,279
1234,24
1235,166
1236,255
1237,449
1238,120
1239,9
1240,413
1241,16
1242,226
1243,6
1244,392
1245,548
1246,152
1247,152
1248,76
1249,9
1250,96
1251,379
1252,95
1253,13
1254,333
1255,40
1256,0
1257,239
1258,0
1259,22
1260,235
1261,208
1262,42
1263,368
1264,211
1265,138
1266,0
1267,238
1268,32
1269,43
1270,50
1271,9
1272,257
1273,3
1274,201
1275,74
1276,74
1277,67
1278,6
1279,310
1280,16
1281,19
1282,7
1283,218
1284,52
1285,142
1286,36
1287,222
1288,391
1289,271
1290,61
1291,8
1292,192
1293,202
1294,50
1295,140
1296,11
1297,74
1298,275
1299,0
1300,310
1301,149
1302,226
1303,0
1304,123
1305,47
1306,13
1307,498
1308,341
1309,26
1310,445
1311,139
1312,468
1313,428
1314,5
1315,172
1316,186
1317,680
1318,63
1319,142
1320,224
1321,94
1322,216
1323,711
1324,319
1325,201
1326,142
1327,62
1328,221
1329,99
1330,122
1331,132
1332,283
1333,68
1334,263
1335,82
1336,221
1337,716
1338,10
1339,113
1340,95
1341,16
1342,93
1343,4
1344,315
1345,151
1346,179
1347,351
1348,67
1349,43
1350,264
1351,376
1352,73
1353,2
1354,0
1355,4
1356,280
1357,11
1358,378
1359,216
1360,269
1361,96
1362,148
1363,603
1364,133
1365,231
1366,11
1367,331
1368,270
1369,0
1370,205
1371,172
1372,3
1373,24
1374,87
1375,179
1376,29
1377,210
1378,347
1379,107
1380,168
1381,230
1382,131
1383,156
1384,0
1385,12
1386,249
1387,142
1388,0
1389,320
1390,110
1391,185
1392,252
1393,61
1394,303
1395,94
1396,171
1397,68
1398,259
1399,322
1400,237
1401,10
1402,0
1403,263
1404,203
1405,705
1406,59
1407,9
1408,114
1409,145
1410,19
1411,0
1412,222
1413,75
1414,241
1415,12
1416,28
1417,511
1418,65
1419,34
1420,194
1421,101
1422,0
1423,518
1424,196
1425,572
1426,143
1427,6
1428,22
1429,341
1430,295
1431,300
1432,35
1433,57
1434,86
1435,27
1436,346
1437,168
1438,41
1439,191
1440,204
1441,170
1442,377
1443,189
1444,35
1445,361
1446,293
1447,260
1448,347
1449,91
1450,36
1451,189
1452,12
1453,158
1454,513
1455,273
1456,27
1457,49
1458,236
1459,159
1460,571
1461,426
1462,9
1463,555
1464,653
1465,403
1466,41
1467,150
1468,233
1469,247
1470,25
1471,5
1472,384
1473,18
1474,292
1475,34
1476,28
1477,195
1478,155
1479,7
1480,96
1481,208
1482,167
1483,331
1484,5
1485,10
1486,79
1487,240
1488,118
1489,85
1490,94
1491,3
1492,95
1493,90
1494,230
1495,46
1496,135
1497,131
1498,458
1499,248
1500,142
1501,416
1502,264
1503,628
1504,367
1505,692
1506,30
1507,289
1508,18
1509,116
1510,87
1511,10
1512,122
1513,544
1514,364
1515,318
1516,295
1517,405
1518,92
1519,206
1520,67
1521,223
1522,299
1523,309
1524,31
1525,166
1526,517
1527,294
1528,26
1529,68
1530,220
1531,56
1532,44
1533,26
1534,311
1535,229
1536,42
1537,241
1538,37
1539,53
1540,17
1541,277
1542,244
1543,81
1544,226
1545,88
1546,35
1547,207
1548,228
1549,242
1550,8
1551,219
1552,25
1553,232
1554,264
1555,4
1556,201
1557,67
1558,8
1559,20
1560,135
1561,73
1562,327
1563,57
1564,2
1565,172
1566,218
1567,113
1568,9
1569,732
1570,754
1571,405
1572,3
1573,199
1574,379
1575,32
1576,248
1577,13
1578,120
1579,33
1580,33
1581,443
1582,59
1583,267
1584,269
1585,251
1586,48
1587,110
1588,145
1589,10
1590,223
1591,270
1592,125
1593,55
1594,90
1595,291
1596,385
1597,29
1598,176
1599,15
1600,453
1601,127
1602,481
1603,349
1604,495
1605,21
1606,516
1607,636
1608,302
1609,19
1610,114
1611,238
1612,35
1613,255
1614,67
1615,143
1616,0
1617,7
1618,172
1619,195
1620,239
1621,12
1622,331
1623,353
1624,206
1625,493
1626,0
1627,462
1628,0
1629,82
1630,24
1631,662
1632,194
1633,125
1634,0
1635,50
1636,181
1637,462
1638,13
1639,329
1640,365
1641,596
1642,11
1643,538
1644,99
1645,258
1646,159
1647,329
1648,45
1649,470
1650,38
1651,92
1652,460
1653,121
1654,82
1655,135
1656,334
1657,502
1658,502
1659,179
1660,89
1661,20
1662,243
1663,141
1664,78
1665,108
1666,17
1667,243
1668,142
1669,284
1670,150
1671,71
1672,0
1673,190
1674,13
1675,405
1676,79
1677,383
1678,340
1679,283
1680,85
1681,312
1682,150
1683,376
1684,159
1685,261
1686,490
1687,305
1688,6
1689,54
1690,156
1691,0
1692,19
1693,137
1694,284
1695,522
1696,19
1697,10
1698,307
1699,41
1700,104
1701,133
1702,24
1703,220
1704,235
1705,59
1706,145
1707,103
1708,0
1709,372
1710,187
1711,195
1712,12
1713,98
1714,9
1715,116
1716,147
1717,43
1718,104
1719,5
1720,171
1721,215
1722,243
1723,503
1724,217
1725,5
1726,144
1727,40
1728,222
1729,109
1730,49
1731,69
1732,174
1733,6
1734,387
1735,127
1736,67
1737,66
1738,259
1739,255
1740,221
1741,118
1742,148
1743,118
1744,11
1745,177
1746,254
1747,673
1748,182
1749,433
1750,297
1751,192
1752,11
1753,396
1754,534
1755,358
1756,152
1757,17
1758,91
1759,16
1760,326
1761,29
1762,189
1763,9
1764,43
1765,84
1766,4
1767,126
1768,61
1769,146
1770,77
1771,0
1772,290
1773,6
1774,78
1775,225
1776,414
1777,81
1778,533
1779,117
1780,138
1781,14
1782,107
1783,455
1784,5
1785,0
1786,11
1787,2
1788,35
1789,51
1790,371
1791,82
1792,0
1793,458
1794,68
1795,364
1796,12
1797,16
1798,55
1799,364
1800,232
1801,161
1802,396
1803,17
1804,342
1805,217
1806,93
1807,222
1808,3
1809,107
1810,206
1811,259
1812,187
1813,136
1814,298
1815,228
1816,131
1817,183
1818,276
1819,177
1820,27
1821,61
1822,209
1823,181
1824,610
1825,0
1826,160
1827,246
1828,660
1829,561
1830,7
1831,229
1832,375
1833,413
1834,192
1835,275
1836,298
1837,354
1838,4
1839,11
1840,169
1841,423
1842,695
1843,17
1844,221
1845,74
1846,185
1847,42
1848,617
1849,171
1850,88
1851,128
1852,700
1853,24
1854,50
1855,467
1856,206
1857,643
1858,264
1859,263
1860,600
1861,26
1862,384
1863,138
1864,403
1865,223
1866,4
1867,464
1868,201
1869,220
1870,180
1871,264
1872,152
1873,17
1874,384
1875,110
1876,485
1877,330
1878,220
1879,236
1880,157
1881,469
1882,116
1883,35
1884,287
1885,667
1886,0
1887,78
1888,95
1889,450
1890,111
1891,0
1892,5
1893,244
1894,52
1895,300
1896,561
1897,96
1898,192
1899,199
1900,397
1901,291
1902,62
1903,99
1904,0
1905,102
1906,66
1907,115
1908,297
1909,416
1910,192
1911,465
1912,584
1913,271
1914,266
1915,17
1916,9
1917,45
1918,226
1919,279
1920,746
1921,60
1922,478
1923,466
1924,4
1925,136
1926,257
1927,360
1928,206
1929,285
1930,51
1931,187
1932,257
1933,41
1934,55
1935,12
1936,437
1937,48
1938,66
1939,45
1940,179
1941,8
1942,70
1943,37
1944,342
1945,182
1946,28
1947,588
1948,700
1949,0
1950,7
1951,104
1952,116
1953,125
1954,0
1955,0
1956,133
1957,227
1958,579
1959,12
1960,223
1961,306
1962,70
1963,237
1964,150
1965,50
1966,133
1967,14
1968,122
1969,11
1970,29
1971,163
1972,53
1973,273
1974,72
1975,11
1976,266
1977,24
1978,173
1979,157
1980,137
1981,499
1982,52
1983,366
1984,96
1985,97
1986,424
1987,268
1988,77
1989,194
1990,150
1991,559
1992,481
1993,279
1994,45
1995,565
1996,147
1997,192
1998,9
1999,131
2000,1
2001,148
2002,115
2003,6
2004,4
2005,316
2006,37
2007,2
2008,209
2009,65
2010,171
2011,30
2012,162
2013,0
2014,190
2015,52
2016,153
2017,77
2018,288
2019,151
2020,138
2021,35
2022,32
2023,325
2024,13
2025,127
2026,208
2027,160
2028,130
2029,650
2030,13
2031,196
2032,260
2033,87
2034,0
2035,0
2036,369
2037,47
2038,145
2039,353
2040,174
2041,103
2042,195
2043,56
2044,299
2045,0
2046,230
2047,15
2048,524
2049,325
2050,9
2051,300
2052,177
2053,528
2054,15
2055,389
2056,389
2057,0
2058,166
2059,38
2060,434
2061,66
2062,547
2063,678
2064,53
2065,72
2066,75
2067,40
2068,240
2069,361
2070,6
2071,27
2072,424
2073,87
2074,411
2075,52
2076,168
2077,174
2078,78
2079,90
2080,383
2081,51
2082,47
2083,81
2084,286
2085,65
2086,4
2087,218
2088,33
2089,452
2090,0
2091,401
2092,360
2093,162
2094,166
2095,126
2096,340
2097,4
2098,713
2099,76
2100,0
2101,0
2102,174
2103,258
2104,23
2105,360
2106,87
2107,466
2108,205
2109,150
2110,269
2111,639
2112,0
2113,117
2114,122
2115,271
2116,113
2117,186
2118,8
2119,0
2120,8
2121,492
2122,10
2123,352
2124,69
2125,115
2126,332
2127,68
2128,408
2129,51
2130,16
2131,369
2132,26
2133,1
2134,151
2135,248
2136,148
2137,155
2138,168
2139,212
2140,103
2141,25
2142,150
2143,0
2144,198
2145,221
2146,99
2147,0
2148,199
2149,63
2150,461
2151,87
2152,96
2153,117
2154,125
2155,129
2156,11
2157,166
2158,314
2159,31
2160,162
2161,273
2162,175
2163,389
2164,70
2165,7
2166,239
2167,8
2168,348
2169,196
2170,444
2171,439
2172,468
2173,228
2174,9
2175,17
2176,211
2177,372
2178,49
2179,295
2180,304
2181,224
2182,257
2183,254
2184,61
2185,233
2186,326
2187,34
2188,732
2189,170
2190,37
2191,24
2192,182
2193,317
2194,315
2195,13
2196,3
2197,321
2198,157
2199,0
2200,356
2201,26
2202,127
2203,0
2204,256
2205,0
2206,267
2207,179
2208,32
2209,230
2210,89
2211,393
2212,19
2213,119
2214,24
2215,227
2216,7
2217,24
2218,541
2219,67
2220,6
2221,0
2222,140
2223,118
2224,139
2225,29
2226,7
2227,5
2228,250
2229,20
2230,219
2231,31
2232,0
2233,30
2234,54
2235,282
2236,529
2237,247
2238,346
2239,286
2240,144
2241,65
2242,52
2243,623
2244,14
2245,342
2246,17
2247,311
2248,232
2249,205
2250,177
2251,181
2252,137
2253,256
2254,101
2255,83
2256,225
2257,372
2258,120
2259,244
2260,33
2261,109
2262,110
2263,8
2264,14
2265,33
2266,37
2267,109
2268,160
2269,272
2270,120
2271,485
2272,294
2273,272
2274,167
2275,252
2276,180
2277,338
2278,174
2279,20
2280,122
2281,176
2282,125
2283,50
2284,641
2285,265
2286,253
2287,216
2288,58
2289,385
2290,88
2291,10
2292,555
2293,247
2294,16
2295,12
2296,55
2297,54
2298,13
2299,106
2300,198
2301,518
2302,305
2303,32
2304,176
2305,0
2306,173
2307,0
2308,292
2309,0
2310,18
2311,27
2312,448
2313,488
2314,547
2315,1
2316,502
2317,0
2318,194
2319,3
2320,241
2321,334
2322,125
2323,35
2324,286
2325,326
2326,21
2327,6
2328,10
2329,34
2330,101
2331,3
2332,201
2333,53
2334,13
2335,72
2336,94
2337,162
2338,377
2339,62
2340,14
2341,179
2342,26
2343,120
2344,94
2345,26
2346,317
2347,495
2348,45
2349,0
2350,135
2351,0
2352,0
2353,537
2354,27
2355,110
2356,372
2357,234
2358,98
2359,4
2360,400
2361,134
2362,402
2363,37
2364,125
2365,274
2366,49
2367,245
2368,10
2369,444
2370,140
2371,421
2372,417
2373,208
2374,147
2375,583
2376,51
2377,718
2378,48
2379,533
2380,208
2381,9
2382,40
2383,193
2384,24
2385,49
2386,268
2387,492
2388,101
2389,4
2390,24
2391,45
2392,127
2393,6
2394,257
2395,170
2396,299
2397,143
2398,450
2399,241
2400,127
2401,259
2402,305
2403,645
2404,158
2405,269
2406,554
2407,348
2408,135
2409,81
2410,107
2411,430
2412,208
2413,212
2414,555
2415,57
2416,6
2417,0
2418,303
2419,428
2420,86
2421,4
2422,620
2423,210
2424,16
2425,66
2426,83
2427,0
2428,147
2429,62
2430,187
2431,230
2432,121
2433,11
2434,498
2435,162
2436,70
2437,315
2438,275
2439,165
2440,17
2441,0
2442,325
2443,243
2444,18
2445,0
2446,249
2447,69
2448,51
2449,251
2450,54
2451,75
2452,207
2453,370
2454,278
2455,141
2456,7
2457,144
2458,168
2459,232
2460,0
2461,190
2462,225
2463,574
2464,565
2465,11
2466,201
2467,50
2468,405
2469,0
2470,328
2471,719
2472,79
2473,547
2474,147
2475,393
2476,338
2477,14
2478,434
2479,3
2480,313
2481,12
2482,0
2483,40
2484,239
2485,435
2486,185
2487,241
2488,82
2489,154
2490,3
2491,155
2492,17
2493,44
2494,253
2495,45
2496,46
2497,54
2498,9
2499,119
2500,603
2501,233
2502,235
2503,104
2504,315
2505,47
2506,110
2507,351
2508,5
2509,216
2510,276
2511,153
2512,71
2513,0
2514,36
2515,1
2516,348
2517,232
2518,3
2519,0
2520,8
2521,90
2522,4
2523,150
2524,8
2525,318
2526,478
2527,107
2528,187
2529,51
2530,163
2531,488
2532,403
2533,171
2534,199
2535,236
2536,80
2537,500
2538,9
2539,489
2540,660
2541,94
2542,379
2543,113
2544,275
2545,107
2546,125
2547,18
2548,334
2549,58
2550,209
2551,118
2552,80
2553,156
2554,472
2555,303
2556,537
2557,202
2558,280
2559,0
2560,50
2561,151
2562,2
2563,301
2564,21
2565,142
2566,487
2567,193
2568,234
2569,204
2570,433
2571,295
2572,80
2573,143
2574,93
2575,228
2576,367
2577,233
2578,621
2579,236
2580,146
2581,9
2582,0
2583,75
2584,276
2585,40
2586,236
2587,60
2588,23
2589,5
2590,227
2591,0
2592,398
2593,560
2594,220
2595,78
2596,361
2597,167
2598,256
2599,328
2600,266
2601,626
2602,347
2603,264
2604,535
2605,128
2606,191
2607,267
2608,11
2609,110
2610,23
2611,715
2612,266
2613,378
2614,464
2615,34
2616,175
2617,343
2618,44
2619,289
2620,244
2621,16
2622,411
2623,470
2624,62
2625,22
2626,159
2627,49
2628,239
2629,128
2630,654
2631,542
2632,68
2633,128
2634,537
2635,87
2636,76
2637,54
2638,438
2639,171
2640,96
2641,322
2642,218
2643,10
2644,117
2645,18
2646,130
2647,143
2648,216
2649,771
2650,33
2651,266
2652,263
2653,16
2654,264
2655,4
2656,167
2657,87
2658,4
2659,38
2660,187
2661,422
2662,425
2663,202
2664,1
2665,269
2666,109
2667,129
2668,0
2669,77
2670,274
2671,240
2672,126
2673,227
2674,9
2675,634
2676,30
2677,176
2678,215
2679,312
2680,522
2681,29
2682,47
2683,156
2684,537
2685,395
2686,402
2687,19
2688,170
2689,199
2690,29
2691,176
2692,14
2693,811
2694,208
2695,49
2696,104
2697,160
2698,148
2699,7
2700,243
2701,232
2702,334
2703,163
2704,11
2705,0
2706,160
2707,208
2708,311
2709,223
2710,0
2711,167
2712,214
2713,218
2714,179
2715,414
2716,1
2717,7
2718,248
2719,210
2720,135
2721,26
2722,129
2723,1
2724,250
2725,380
2726,55
2727,14
2728,57
2729,182
2730,284
2731,198
2732,123
2733,30
2734,60
2735,136
2736,149
2737,94
2738,106
2739,18
2740,9
2741,0
2742,414
2743,148
2744,0
2745,572
2746,109
2747,38
2748,72
2749,51
2750,68
2751,442
2752,189
2753,74
2754,214
2755,18
2756,32
2757,351
2758,78
2759,84
2760,250
2761,0
2762,9
2763,187
2764,82
2765,75
2766,167
2767,374
2768,10
2769,21
2770,13
2771,31
2772,318
2773,78
2774,184
2775,142
2776,345
2777,287
2778,309
2779,250
2780,230
2781,556
2782,307
2783,342
2784,303
2785,154
2786,49
2787,142
2788,25
2789,189
2790,5
2791,496
2792,104
2793,395
2794,192
2795,12
2796,196
2797,10
2798,130
2799,96
2800,367
2801,45
2802,93
2803,300
2804,89
2805,127
2806,318
2807,97
2808,473
2809,22
2810,286
2811,732
2812,141
2813,368
2814,251
2815,134
2816,272
2817,477
2818,205
2819,402
2820,201
2821,375
2822,535
2823,36
2824,201
2825,120
2826,598
2827,355
2828,22
2829,129
2830,141
2831,224
2832,12
2833,98
2834,0
2835,587
2836,711
2837,133
2838,92
2839,209
2840,28
2841,30
2842,146
2843,72
2844,358
2845,345
2846,203
2847,477
2848,117
2849,136
2850,189
2851,22
2852,260
2853,0
2854,133
2855,232
2856,29
2857,314
2858,16
2859,15
2860,67
2861,2
2862,246
2863,324
2864,113
2865,21
2866,59
2867,94
2868,76
2869,359
2870,68
2871,116
2872,123
2873,275
2874,267
2875,153
2876,0
2877,203
2878,26
2879,528
2880,51
2881,321
2882,72
2883,100
2884,29
2885,98
2886,13
2887,121
2888,160
2889,417
2890,28
2891,372
2892,133
2893,22
2894,69
2895,245
2896,236
2897,267
2898,194
2899,415
2900,191
2901,68
2902,193
2903,98
2904,26
2905,192
2906,34
2907,260
2908,112
2909,468
2910,102
2911,387
2912,361
2913,27
2914,9
2915,79
2916,226
2917,129
2918,7
2919,147
2920,160
2921,73
2922,273
2923,211
2924,166
2925,172
2926,299
2927,133
2928,274
2929,7
2930,30
2931,46
2932,147
2933,351
2934,80
2935,355
2936,51
2937,360
2938,201
2939,211
2940,381
2941,161
2942,246
2943,172
2944,418
2945,240
2946,385
2947,242
2948,311
2949,73
2950,469
2951,226
2952,155
2953,47
2954,271
2955,367
2956,98
2957,563
2958,468
2959,482
2960,102
2961,22
2962,314
2963,457
2964,248
2965,78
2966,270
2967,116
2968,225
2969,189
2970,161
2971,4
2972,132
2973,200
2974,393
2975,127
2976,43
2977,20
2978,313
2979,89
2980,24
2981,0
2982,128
2983,104
2984,222
2985,116
2986,40
2987,384
2988,718
2989,413
2990,207
2991,22
2992,233
2993,33
2994,185
2995,432
2996,37
2997,1
